Τίτλος,Συγγραφέας,Τιμή,Αρχική τιμή,url
Η Εκπαίδευση των σκύλων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπένζαμιν, Κάρολ",2.56,6.39,https://www.protoporia.gr/mpenzamin-karol-i-ekpaideusi-ton-skulon-metaxeirismeno-378103.html
Ο βυθός του καθρέφτη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σαμουήλ, Αλεξάνδρα",5.60,14.00,https://www.protoporia.gr/samouil-aleksandra-o-vuthos-tou-kathrefti-metaxeirismeno-552383.html
Οικονομική ανάπτυξη και υπανάπτυκτες χώρες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντομπ, Μώρις",3.90,10.65,https://www.protoporia.gr/ntomp-moris-oikonomiki-anaptuksi-kai-upanaptuktes-xores-metaxeirismeno-367892.html
Όλιβερ Τουίστ (μικρό) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντίκενς, Κάρολος",1.90,6.39,https://www.protoporia.gr/ntikens-karolos-oliver-touist-mikro-metaxeirismeno-472199.html
Τα κορίτσια της Νέας Υόρκης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Gilbert, Elizabeth",4.50,18.80,https://www.protoporia.gr/gilbert-elizabeth-ta-koritsia-tis-neas-uorkis-metaxeirismeno-529917.html
Αναζητώντας την κλασική Ελλάδα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Στόουνμαν, Ριτσαρντ",8.00,23.44,https://www.protoporia.gr/stoounman-ritsarnt-anazitontas-tin-klasiki-ellada-metaxeirismeno-577058.html
Ο τελευταίος Ελληνισμός της Μικράς Ασίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μερλιέ, Μέλπω",10.00,15.96,https://www.protoporia.gr/merlie-melpo-o-teleutaios-ellinismos-tis-mikras-asias-metaxeirismeno-602931.html
Αρχαία ελληνικά μυστήρια ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κουρτίδος, Κωνσταντίνος",19.00,21.30,https://www.protoporia.gr/kourtidos-konstantinos-arxaia-ellinika-mustiria-metaxeirismeno-604270.html
Ταξίδια στη μυθολογία: Η αρχή του κόσμου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αγγελίδου, Μαρία",4.99,9.99,https://www.protoporia.gr/aggelidou-maria-taksidia-sti-muthologia-i-arxi-tou-kosmou-metaxeirismeno-633062.html
ΜΥΘΟΛΟΓΙΑ ΚΕΛΤΙΚΗ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,1.00,,https://www.protoporia.gr/muthologia-keltiki-metaxeirismeno-449080.html
Κάθε μέρα και πιο κακό κορίτσι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Έρχαρτ, Ούτε",6.60,12.78,https://www.protoporia.gr/erxart-oute-kathe-mera-kai-pio-kako-koritsi-metaxeirismeno-357905.html
Τα χρόνια της αλητείας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κεμάλ, Ορχάν",2.90,15.99,https://www.protoporia.gr/kemal-orxan-ta-xronia-tis-aliteias-metaxeirismeno-577726.html
ΜΕ ΤΑ ΠΑΙΔΙΑ ΤΗΣ ΘΥΕΛΛΑΣ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κορνάρος, Θέμος",4.00,12.00,https://www.protoporia.gr/kornaros-themos-me-ta-paidia-tis-thuellas-metaxeirismeno-594583.html
"Άσεντεν, ή ο βρετανός πράκτορας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Μομ, Σώμερσετ",13.93,19.90,https://www.protoporia.gr/mom-somerset-asenten-i-o-vretanos-praktoras-metaxeirismeno-2226180704981.html
ΤΟ ΟΔΟΙΠΟΡΙΚΟ ΤΟΥ ΒΑΣΙΛΗ-ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,7.00,,https://www.protoporia.gr/to-odoiporiko-tou-vasili-metaxeirismeno-447189.html
ΣΥΓΧΡΟΝΗ ΕΠΙΣΤΗΜΟΝΙΚΗ ΒΙΒΛΙΟΘΗΚΗ Τ5-ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,3.00,,https://www.protoporia.gr/sugxroni-epistimoniki-vivliothiki-t5-metaxeirismeno-461675.html
Φως στο τούνελ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Νικολούλη, Αγγελική",12.00,20.00,https://www.protoporia.gr/nikolouli-aggeliki-fos-sto-tounel-metaxeirismeno-490558.html
Ο βασιλιάς της Αβάνας Pocket ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γκουτιέρες, Πέδρο Χουάν",8.00,,https://www.protoporia.gr/gkoutieres-pedro-xouan-o-vasilias-tis-avanas-pocket-metaxeirismeno-443740.html
Ο φάρος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Moore, Alison",7.40,14.90,https://www.protoporia.gr/moore-alison-o-faros-metaxeirismeno-391868.html
Ο τελευταίος έρωτας ενός Ουκρανού προέδρου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κούρκοφ, Αντρέι",7.00,20.24,https://www.protoporia.gr/kourkof-antrei-o-teleutaios-erotas-enos-oukranou-proedrou-metaxeirismeno-403064.html
Ο άρχοντας του Μπαλαντρέ Δρ. Τζέκιλ και κος Χάιντ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Στήβενσον, Ρόμπερτ Λιούις",5.20,12.90,https://www.protoporia.gr/stivenson-rompert-liouis-o-arxontas-tou-mpalantre-dr.-tzekil-kai-kos-xaint-metaxeirismeno-419747.html
Ο καλλιτέχνης και ο μαθηματικός ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Aczel, Amir D.",5.50,16.31,https://www.protoporia.gr/aczel-amir-d.-o-kallitexnis-kai-o-mathimatikos-metaxeirismeno-553544.html
Ο γκάνγκστερ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κένεντυ, Γουίλιαμ",6.00,10.75,https://www.protoporia.gr/kenentu-gouiliam-o-gkangkster-metaxeirismeno-561626.html
Μαντάμ de Stael ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Plessix Gray, Francine du",5.22,15.00,https://www.protoporia.gr/plessix-gray-francine-du-mantam-de-stael-metaxeirismeno-562296.html
Η γυναίκα και η τίγρη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πιραντέλο, Λουίτζι",5.90,13.86,https://www.protoporia.gr/pirantelo-louitzi-i-gunaika-kai-i-tigri-metaxeirismeno-409587.html
Τζένυ Μαρξ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζιρού, Φρανσουάζ",6.90,7.00,https://www.protoporia.gr/zirou-fransouaz-tzenu-marks-metaxeirismeno-373926.html
Είδωλα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαδόπουλος, Γιάννης",4.90,7.65,https://www.protoporia.gr/papadopoulos-giannis-eidola-metaxeirismeno-371176.html
ΔΕΚΑΤΡΕΙΣ ΩΡΕΣ ΚΑΙ 5  ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαϊωάννου, Ειρήνη Γ.",2.00,5.00,https://www.protoporia.gr/papaioannou-eirini-g.-dekatreis-ores-kai-5-metaxeirismeno-423439.html
Πέρα από την αναγωγική θεωρία Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καίστλερ, Άρθουρ",25.06,,https://www.protoporia.gr/kaistler-arthour-pera-apo-tin-anagogiki-theoria-i-metaxeirismeno-455956.html
Το βιβλίο της ειρήνης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπένσον, Μπέρναρντ",7.00,21.30,https://www.protoporia.gr/mpenson-mpernarnt-to-vivlio-tis-eirinis-metaxeirismeno-456553.html
Πολιτική δολοφονία Υπόθεση Πολκ Θεσσαλονίκη 48 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαϊωάννου, Κώστας",3.80,8.00,https://www.protoporia.gr/papaioannou-kostas-politiki-dolofonia-upothesi-polk-thessaloniki-48-metaxeirismeno-557346.html
Τα σκουλαρίκια της μνήμης ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κολλιάρος, Γιάννης",5.60,7.00,https://www.protoporia.gr/kolliaros-giannis-ta-skoularikia-tis-mnimis-metaxeirismeno-399036.html
Το τσίρκο της Ίρμας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τζώρτζογλου, Νίτσα",1.90,4.00,https://www.protoporia.gr/tzortzoglou-nitsa-to-tsirko-tis-irmas-metaxeirismeno-575408.html
Παγκόσμιο βιογραφικό λεξικό 1 (1) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Συλλογικό,5.00,45.64,https://www.protoporia.gr/sullogiko-pagkosmio-viografiko-leksiko-1-1-metaxeirismeno-576274.html
Ιστορία ευνούχου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κοντολέων, Μάνος",4.00,13.52,https://www.protoporia.gr/kontoleon-manos-istoria-eunouxou-metaxeirismeno-416239.html
Η σχολική τάξη Θεωρία και πράξη της διδασκαλίας Ι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ματσαγγούρας, Ηλίας",18.50,37.00,https://www.protoporia.gr/matsaggouras-ilias-i-sxoliki-taksi-theoria-kai-praksi-tis-didaskalias-i-metaxeirismeno-586762.html
Όρτσ αλά μπάντα! ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,Συλλογικό,3.90,22.00,https://www.protoporia.gr/sullogiko-orts-ala-mpanta-metaxeirismeno-589283.html
Τόμεκ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ζαρόκωστα, Κατερίνα",2.80,2.81,https://www.protoporia.gr/zarokosta-katerina-tomek-metaxeirismeno-598900.html
Το παλαιοπωλείο στην Τσιμισκή ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μητροπούλου, Κωστούλα",8.10,10.20,https://www.protoporia.gr/mitropoulou-kostoula-to-palaiopoleio-stin-tsimiski-metaxeirismeno-353738.html
"Η ""περίκλειστη"" εκπαίδευση ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ","Καβαλλιεράκης, Στέφανος",7.90,16.00,https://www.protoporia.gr/kavallierakis-stefanos-i-perikleisti-ekpaideusi-metaxeirismeno-629902.html
Άγγελοι II: Το μαρτύριο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λόρεν, Κέιτ",7.80,17.70,https://www.protoporia.gr/loren-keit-aggeloi-ii-to-marturio-metaxeirismeno-382331.html
Ο ήλιος της Μπρέντα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πέρεθ-Ρεβέρτε, Αρτούρο",4.70,6.00,https://www.protoporia.gr/pereth-reverte-artouro-o-ilios-tis-mprenta-metaxeirismeno-361234.html
11/9 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τσόμσκι, Νόαμ",5.50,9.00,https://www.protoporia.gr/tsomski-noam-11-9-metaxeirismeno-371322.html
Η μπόρα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπαδάκη, Αλκυόνη",4.10,10.25,https://www.protoporia.gr/papadaki-alkuoni-i-mpora-metaxeirismeno-355399.html
Αν άλλαζαν όλα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παπά, Κατίνα",6.60,13.24,https://www.protoporia.gr/papa-katina-an-allazan-ola-metaxeirismeno-571594.html
Οι σκληροί δεν χορεύουν ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μέηλερ, Νόρμαν",7.90,12.58,https://www.protoporia.gr/meiler-norman-oi-skliroi-den-xoreuoun-metaxeirismeno-578803.html
Σταυροί στο ακροθαλάσσι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κοροβίνης, Θωμάς",11.90,17.00,https://www.protoporia.gr/korovinis-thomas-stauroi-sto-akrothalassi-metaxeirismeno-2229605056689.html
Γαλαξείδι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βλάμη, Εύα",6.50,10.70,https://www.protoporia.gr/vlami-eua-galakseidi-metaxeirismeno-517797.html
Ο γυρισμός (Τόμος Β) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πίλτσερ, Ρόζαμουντ",9.95,19.90,https://www.protoporia.gr/piltser-rozamount-o-gurismos-tomos-v-metaxeirismeno-542990.html
Σμύρνη. Ταξίδι στον χρόνο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Kleveman, Lutz",8.90,22.00,https://www.protoporia.gr/kleveman-lutz-smurni.-taksidi-ston-xrono-metaxeirismeno-576028.html
Design 21 century - Μεταχειρισμένο,,6.90,9.90,https://www.protoporia.gr/design-21-century-metaxeirismeno-347479.html
Το τιμολόγιο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κάρλσον, Τζόνας",2.90,13.00,https://www.protoporia.gr/karlson-tzonas-to-timologio-metaxeirismeno-430178.html
Πιραγέ: Αιχμάλωτη του έρωτα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Tan, Canan",7.00,14.00,https://www.protoporia.gr/tan-canan-pirage-aixmaloti-tou-erota-metaxeirismeno-462094.html
Καπετάνισσα Διαμάντω ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λευκαδίτης, Θεοφάνης",12.00,,https://www.protoporia.gr/leukaditis-theofanis-kapetanissa-diamanto-metaxeirismeno-365317.html
Οι πολλαπλές ζωές του Αρτέμη Μίσσιου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χαμπίπη, Λίλα",9.50,18.94,https://www.protoporia.gr/xampipi-lila-oi-pollaples-zoes-tou-artemi-missiou-metaxeirismeno-551243.html
Πόλεμος και αιχμαλωσία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αναστασόπουλος, Μιχάλης",10.10,12.00,https://www.protoporia.gr/anastasopoulos-mixalis-polemos-kai-aixmalosia-metaxeirismeno-552940.html
Ο Αγιος ήταν...; ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντελγάλο, Φερνάντο",6.00,9.20,https://www.protoporia.gr/ntelgalo-fernanto-o-agios-itan...-metaxeirismeno-463597.html
Αρχιμήδης ο ευφυής μηχανικός ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λάζος, Χρήστος Δ.",7.50,18.35,https://www.protoporia.gr/lazos-xristos-d.-arximidis-o-eufuis-mixanikos-metaxeirismeno-349173.html
Τελευταία έξοδος για το Μπρούκλιν ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σέλμπυ, Χιούμπερτ",3.80,9.50,https://www.protoporia.gr/selmpu-xioumpert-teleutaia-eksodos-gia-to-mprouklin-metaxeirismeno-355086.html
Όνειρο στην κλιμακτήριο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ατασού, Ερεντίζ",3.70,19.00,https://www.protoporia.gr/atasou-erentiz-oneiro-stin-klimaktirio-metaxeirismeno-388551.html
Φεγγαράδα στο δέρμα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σαράφη, Ασημένια",3.60,4.00,https://www.protoporia.gr/sarafi-asimenia-feggarada-sto-derma-metaxeirismeno-454142.html
Μανουέλ. Ο μικρός μαύρος μάγος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπαμπούρης, Βασίλης",4.90,12.90,https://www.protoporia.gr/mpampouris-vasilis-manouel.-o-mikros-mauros-magos-metaxeirismeno-562685.html
Έκανα λάθος συγχώρεσέ με ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ευστρατίου-Πολυκάρπου, Ξένια",6.03,12.06,https://www.protoporia.gr/eustratiou-polukarpou-ksenia-ekana-lathos-sugxorese-me-metaxeirismeno-565626.html
Ο Δον Ζουάν στη Σικελία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπρανκάτι, Βιταλιάνο",5.00,10.60,https://www.protoporia.gr/mprankati-vitaliano-o-don-zouan-sti-sikelia-metaxeirismeno-560085.html
Μαρία των γλάρων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κυριαζής, Νίκος Κ.",6.50,17.75,https://www.protoporia.gr/kuriazis-nikos-k.-maria-ton-glaron-metaxeirismeno-387545.html
Ο ΠΙΚΑΣΣΟ ΚΑΙ Η ΜΕΣΟΓΕΙΟΣ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,20.00,,https://www.protoporia.gr/o-pikasso-kai-i-mesogeios-metaxeirismeno-464125.html
Η εκκλησία στο στόχαστρο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γεωργαλάς, Γεώργιος Κ.",4.00,9.17,https://www.protoporia.gr/georgalas-georgios-k.-i-ekklisia-sto-stoxastro-metaxeirismeno-456283.html
Το χρονικό των δέκα ημερών - Δεμένο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μολυβιάτη-Βενέζη, Αγάπη",8.00,16.31,https://www.protoporia.gr/moluviati-venezi-agapi-to-xroniko-ton-deka-imeron-demeno-metaxeirismeno-569060.html
Η χαμένη δεκαετία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φιτζέραλντ, Φράνσις Σκοτ",9.00,11.71,https://www.protoporia.gr/fitzeralnt-fransis-skot-i-xameni-dekaetia-metaxeirismeno-414450.html
Μυστικές εταιρίες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ελμάζης, Στέφανος",6.00,16.90,https://www.protoporia.gr/elmazis-stefanos-mustikes-etairies-metaxeirismeno-462526.html
Η μεγάλη φωτιά ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γιούρενεκ, Λου",9.90,19.90,https://www.protoporia.gr/giourenek-lou-i-megali-fotia-metaxeirismeno-488646.html
Όταν οι γυναίκες τολμούν -ΠΑΛΙΟΣ- ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κωνσταντούρου, Μαρία",6.32,15.79,https://www.protoporia.gr/konstantourou-maria-otan-oi-gunaikes-tolmoun-palios-metaxeirismeno-579555.html
Εκδόσεις χωρίς εκδότες  -ΠΑΛΙΟΣ- ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σιφρίν, Αντρέ",4.00,7.82,https://www.protoporia.gr/sifrin-antre-ekdoseis-xoris-ekdotes-palios-metaxeirismeno-591916.html
Τα σπίτια με τις μάσκες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Γιάντσιος, Φώτης",3.39,8.48,https://www.protoporia.gr/giantsios-fotis-ta-spitia-me-tis-maskes-metaxeirismeno-598172.html
Αυτό που σου ανήκει ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Greenwell, Garth",4.90,12.72,https://www.protoporia.gr/greenwell-garth-auto-pou-sou-anikei-metaxeirismeno-453808.html
Περί του ορισμού της τρομοκρατίας ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπόση, Μαίρη",7.00,17.75,https://www.protoporia.gr/mposi-mairi-peri-tou-orismou-tis-tromokratias-metaxeirismeno-433661.html
Το κοράκι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πόε, Έντγκαρ Αλαν",3.71,7.42,https://www.protoporia.gr/poe-entgkar-alan-to-koraki-metaxeirismeno-602131.html
Μόνολογκ ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χρηστίδης, Λένος",8.00,15.99,https://www.protoporia.gr/xristidis-lenos-monologk-metaxeirismeno-381761.html
Μάρκος Βαμβακάρης 1905-1972 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κουνάδης, Παναγιώτης",22.00,28.50,https://www.protoporia.gr/kounadis-panagiotis-markos-vamvakaris-1905-1972-metaxeirismeno-462074.html
Η δική μου ιστορία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μιγιάς, Χουάν Χοσέ",4.50,9.90,https://www.protoporia.gr/migias-xouan-xose-i-diki-mou-istoria-metaxeirismeno-480411.html
Νυχτερινό γυμναστήριο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Λιοντάκης, Χριστόφορος",8.00,12.78,https://www.protoporia.gr/liontakis-xristoforos-nuxterino-gumnastirio-metaxeirismeno-500411.html
Tuesdays Gone ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φρέντς, Νίκι",7.13,17.82,https://www.protoporia.gr/frents-niki-tuesdays-gone-metaxeirismeno-377852.html
Μοίρνα - Το κόκκινο γλυκό κρασί της μοίρας Pocket ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κουτουκάκη, Κατερίνα",6.00,15.00,https://www.protoporia.gr/koutoukaki-katerina-moirna-to-kokkino-gluko-krasi-tis-moiras-pocket-metaxeirismeno-462579.html
Στρατιώτης του Χριστού ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Φύσσας, Δημήτρης",8.90,,https://www.protoporia.gr/fussas-dimitris-stratiotis-tou-xristou-metaxeirismeno-356074.html
Μήτηρ Θεού ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τσιρώνη, Νίκη",35.00,90.00,https://www.protoporia.gr/cameron-averil-mitir-theou-metaxeirismeno-553021.html
Μνήμη νεκρών ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ράνκιν, Ίαν",4.90,11.00,https://www.protoporia.gr/rankin-ian-mnimi-nekron-metaxeirismeno-374754.html
Η αφή της παλάμης σου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Σταθοπούλου, Ρέα",2.90,14.20,https://www.protoporia.gr/stathopoulou-rea-i-afi-tis-palamis-sou-metaxeirismeno-473484.html
Ένα Λεπτό ως τα Μεσάνυχτα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μπαλντάτσι, Ντέηβιντ",4.50,10.90,https://www.protoporia.gr/mpalntatsi-nteivint-ena-lepto-os-ta-mesanuxta-metaxeirismeno-572976.html
Οι έχοντες και μη κατέχοντες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τσόμσκι, Νόαμ",9.90,19.17,https://www.protoporia.gr/tsomski-noam-oi-exontes-kai-mi-katexontes-metaxeirismeno-577724.html
Ο ζητιάνος δεμένο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καρκαβίτσας, Ανδρέας",8.00,10.00,https://www.protoporia.gr/karkavitsas-andreas-o-zitianos-demeno-metaxeirismeno-452522.html
Ν.Χατζηκυριάκος – Γκίκας  ένας συγχρονισμένος αιώνιος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,,20.00,35.00,https://www.protoporia.gr/n.xatzikuriakos-gkikas-enas-sugxronismenos-aionios-metaxeirismeno-631619.html
Εισαγωγή στη σύγχρονη ιστορία ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Barraclough, Geoffrey",4.90,17.04,https://www.protoporia.gr/barraclough-geoffrey-eisagogi-sti-sugxroni-istoria-metaxeirismeno-633846.html
Τα χιόνια του Κιλιμάντζαρο ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Χεμινγουέη, Έρνεστ",15.00,23.43,https://www.protoporia.gr/xemingouei-ernest-ta-xionia-tou-kilimantzaro-metaxeirismeno-381679.html
Αθωνικά σύμμεικτα 5 Αρχείο της Ι. Μ. Παντοκράτορος ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Πάρδος, Αντώνης",10.00,26.40,https://www.protoporia.gr/pardos-antonis-athonika-summeikta-5-arxeio-tis-i.-m.-pantokratoros-metaxeirismeno-553120.html
Serial Killer ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τζοβανίνι, Φάμπιο",5.00,6.58,https://www.protoporia.gr/tzovanini-fampio-serial-killer-metaxeirismeno-490859.html
Ο άντρας με τις κούκλες ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Τέκου, Ιφιγένεια-Ειρήνη",7.90,17.70,https://www.protoporia.gr/tekou-ifigeneia-eirini-o-antras-me-tis-koukles-metaxeirismeno-573816.html
Η απαγωγή του Γάτσον - Λέσχη Μυστηρίου Σέργουφ Χολμς 5 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Παλμιόλα, Ισαάκ",5.55,11.10,https://www.protoporia.gr/palmiola-isaak-i-apagogi-tou-gatson-lesxi-mustiriou-sergouf-xolms-5-metaxeirismeno-582567.html
Γιαννούλης Χαλεπάς Παραμύθι από μάρμαρο - Μικρές Ιστορίες για Μεγάλα Γεγονότα 5 ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Κουμαριανού, Μαριάννα",4.80,12.00,https://www.protoporia.gr/koumarianou-marianna-giannoulis-xalepas-paramuthi-apo-marmaro-mikres-istories-gia-megala-gegonota-5-metaxeirismeno-633527.html
Θεωρία παιγνίων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Βαρουφάκης, Γιάνης",22.00,60.00,https://www.protoporia.gr/varoufakis-gianis-theoria-paignion-metaxeirismeno-500320.html
Άνθρωποι του δάσους (Δεμένο)ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Προυλ, Άννυ",15.00,30.00,https://www.protoporia.gr/proul-annu-anthropoi-tou-dasous-demenometaxeirismeno-504419.html
Ίσλα Μπόα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αστερίου, Χρήστος",5.90,15.00,https://www.protoporia.gr/asteriou-xristos-isla-mpoa-metaxeirismeno-381226.html
Οι πατρίδες των Ελλήνων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Καρζής, Θόδωρος",40.00,57.35,https://www.protoporia.gr/karzis-thodoros-oi-patrides-ton-ellinon-metaxeirismeno-359110.html
Ο τύπος του Τύπου ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ντέξτερ, Πητ",3.90,12.78,https://www.protoporia.gr/ntekster-pit-o-tupos-tou-tupou-metaxeirismeno-550577.html
Η λίμνη ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Ροτ, Γκέρχαρντ",5.50,14.34,https://www.protoporia.gr/rot-gkerxarnt-i-limni-metaxeirismeno-551166.html
Μυστήριο στην Αθήνα ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Siger, Jeffrey",6.50,19.36,https://www.protoporia.gr/siger-jeffrey-mustirio-stin-athina-metaxeirismeno-553108.html
Οι ιππότες του Άβαλον ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Kneifel, Hanns",7.90,24.35,https://www.protoporia.gr/kneifel-hanns-oi-ippotes-tou-avalon-metaxeirismeno-562941.html
Οι μικρές Κυρίες-ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Αλκοτ, Λουίζα-Μέι",3.00,10.00,https://www.protoporia.gr/alkot-louiza-mei-oi-mikres-kuries-metaxeirismeno-437610.html
Υπεράνω του νόμου (Pocket) ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"May, Peter",7.00,8.80,https://www.protoporia.gr/may-peter-uperano-tou-nomou-pocket-metaxeirismeno-447555.html
Στη χώρα των θαυμάτων ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Μάστορη, Βούλα",5.50,11.80,https://www.protoporia.gr/mastori-voula-sti-xora-ton-thaumaton-metaxeirismeno-563788.html
Το εργαζόμενο κορίτσι ΜΕΤΑΧΕΙΡΙΣΜΕΝΟ,"Eires, A.",3.80,,https://www.protoporia.gr/eires-a.-to-ergazomeno-koritsi-metaxeirismeno-575145.html
